Sun Jun  4 00:01:46 2023    info.dat

         389594 function calls (376557 primitive calls) in 1.617 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  462/102    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\sorting.py:169(_node_count)
       88    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\proj3d.py:120(_proj_transform_vec)
       48    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\stride_tricks.py:416(_broadcast_shape)
       15    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:222(<setcomp>)
      750    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:2245(__ne__)
       64    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\shape_base.py:81(atleast_2d)
      396    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      8/2    0.000    0.000    0.008    0.004 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:197(flatten)
     2028    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
     1623    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\permutations.py:455(<genexpr>)
      272    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:408(set_transform)
      348    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\copyreg.py:100(__newobj__)
     1019    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\permutations.py:1058(array_form)
      201    0.000    0.000    0.007    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:117(<lambda>)
      790    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\containers.py:61(<genexpr>)
      330    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:321(inner_key)
      400    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1163(_expand_aliases)
        6    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:793(_set_format)
      132    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:1348(is_math_text)
     1624    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       17    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
      191    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:707(set_figure)
       46    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:1291(_has)
     2695    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       90    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:300(sort_key)
      567    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       52    0.000    0.000    0.031    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:38(_wrapit)
  644/643    0.000    0.000    0.001    0.000 {method 'join' of 'str' objects}
      196    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:470(__setattr__)
      235    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:63(_scale_dashes)
      213    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(dot)
      253    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\multipledispatch\conflict.py:12(consistent)
       39    0.000    0.000    0.007    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1289(findfont)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1484(get_setters)
       39    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
       65    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
      395    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\containers.py:108(__hash__)
       94    0.000    0.000    0.031    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
       61    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:188(update)
       88    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.affine_transform}
      100    0.000    0.000    0.003    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\iterables.py:1135(rotate_left)
      112    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2508(composite_transform_factory)
        3    0.000    0.000    0.041    0.014 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:1185(_update_ticks)
      484    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:1868(_str_equal)
      172    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:157(invalidate)
       12    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\proj3d.py:9(_line2d_seg_dist)
       48    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\stride_tricks.py:480(broadcast_arrays)
     43/6    0.000    0.000    0.101    0.017 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1420(<listcomp>)
      600    0.000    0.000    0.001    0.000 C:\Program Files\Python310\lib\copy.py:264(<genexpr>)
       88    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numeric.py:219(ones_like)
      196    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:1283(set_ydata)
       63    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1437(get_valid_values)
        1    0.000    0.000    0.000    0.000 {built-in method windowHandle}
      203    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1011(set_visible)
      288    0.000    0.000    0.007    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\artist.py:1179(_internal_update)
        1    0.000    0.000    0.010    0.010 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:205(__init__)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\collections\__init__.py:328(namedtuple)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\perm_groups.py:144(<listcomp>)
      926    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       21    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:2827(nonsingular)
      125    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:1211(set_verticalalignment)
       69    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:1184(set_marker)
      138    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.030    0.030 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:776(do_3d_projection)
       36    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\_methods.py:93(_clip_dep_is_scalar_nan)
       16    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:740(get_patch_transform)
  372/367    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:153(__hash__)
       88    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1848(transform_affine)
       17    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_agg.py:200(draw_text)
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       64    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:941(set_color)
     1022    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\inspect.py:606(getmro)
        6    0.000    0.000    0.006    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\sets\sets.py:1921(__new__)
      674    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\logic\boolalg.py:460(<lambda>)
      256    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\function_base.py:346(iterable)
       98    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:1124(set_linewidth)
      841    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\lib\function_base.py:391(_average_dispatcher)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\multipledispatch\conflict.py:27(<setcomp>)
      367    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\permutations.py:380(<listcomp>)
       30    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1579(get_font)
       33    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1983(rotate)
       60    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:131(__getstate__)
        2    0.000    0.000    0.002    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\qt_compat.py:201(_maybe_allow_interrupt)
     16/8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numeric.py:1147(roll)
        5    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
       40    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:283(update_from)
      403    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:1455(debug)
     1184    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:720(_compute_offset)
      145    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:237(_check_color_like)
      625    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method nt._getfinalpathname}
     14/3    0.000    0.000    0.063    0.021 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\operations.py:52(__new__)
      192    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:808(_auto_draw_if_interactive)
      150    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:720(set_transform)
      100    0.000    0.000    0.000    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       32    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
      145    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:218(is_color_like)
      117    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\containers.py:98(__eq__)
        3    0.000    0.000    0.031    0.010 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:2115(_unmultiplied_rgba8888_to_premultiplied_argb32)
     1742    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      125    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:962(set_horizontalalignment)
      234    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1345(<genexpr>)
        9    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:1090(_set_lim)
       41    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\functools.py:35(update_wrapper)
     1255    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       35    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:1467(transform)
    99/98    0.000    0.000    0.020    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:742(<listcomp>)
        7    0.000    0.000    0.000    0.000 {method 'connect' of 'PyQt5.QtCore.pyqtBoundSignal' objects}
     1293    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      167    0.000    0.000    0.002    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:982(copy)
      114    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\lines.py:33(_get_dash_pattern)
        3    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:639(format_data_short)
       30    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\font_manager.py:1359(_find_fonts_by_props)
       49    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:460(update_position)
     1271    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      975    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\path.py:211(vertices)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:553(<listcomp>)
       88    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\proj3d.py:150(_vec_pad_ones)
      190    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:51(_stale_figure_callback)
      514    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\facts.py:482(_tell)
